scenario,S_B,n_boot,n_reps,delta_true,dev_frac,design,weighting,mu_B,delta_cal,delta_realized,sB_realized,p_meaningful,p_negligible,p_inconclusive,p_harm,p_meaningful_alt,p_negligible_alt,p_inconclusive_alt,p_harm_alt,mean_d_hat,sd_d_hat,mean_ci_width,cover95_nominal,cover95,mean_sensB,mean_sensE,mean_faB_eval,mean_faE_eval,p_faE_gt_1.5,p_degenerate_ci,mean_n_disc,n_events_eval,n_systems_eval,n_negyears_eval,n_systems_total,n_events_total
D_scaled_x1.5,0.45,400,400,0.15,0.6,cv5,system,0.6596832275390625,1.312957763671875,0.15165718111817872,0.45831938399732175,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.15345744680851062,0.028383271648537673,0.10431702127659573,0.935,0.935,0.44360638297872335,0.597063829787234,0.9947586450966811,0.9942707528459402,0.0,0.0,46.4725,235.0,1016.0,14449.86,1016,235
D_scaled_x2.0,0.45,400,400,0.05,0.5,holdout,system,0.6371612548828125,0.466644287109375,0.05399999999999999,0.43966666666666665,0.0625,0.38,0.5575,0.0,0.41,0.38,0.21,0.0,0.05358974358974358,0.02893955916149462,0.11199679487179484,0.935,0.935,0.435625,0.4892147435897436,0.9911042237489552,0.988898983575756,0.0,0.0,21.59,156.0,677.0,9653.085,1354,312
D_scaled_x2.0,0.45,400,400,0.1,0.5,holdout,system,0.6371612548828125,0.909027099609375,0.10999999999999999,0.43966666666666665,0.5925,0.02,0.3875,0.0,0.955,0.02,0.025,0.0,0.1076121794871795,0.03089278563005689,0.11915104166666665,0.9175,0.93,0.435625,0.5432371794871794,0.9911042237489552,0.9890359230230217,0.0,0.0,25.6275,156.0,677.0,9653.085,1354,312
D_scaled_x2.0,0.45,400,400,0.0,0.6,cv5,system,0.6371612548828125,0.040924072265625,-0.0033333333333332993,0.43966666666666665,0.0,0.9875,0.0,0.0125,0.0,0.9875,0.0,0.0125,0.0004647435897435896,0.019547857891235927,0.0782237580128205,0.9675,0.94,0.4391105769230769,0.43957532051282044,0.9941845109404223,0.994307728480796,0.0,0.0,39.965,312.0,1354.0,19320.94,1354,312
D_scaled_x2.0,0.45,400,400,0.15,0.5,holdout,system,0.6371612548828125,1.329254150390625,0.15566666666666673,0.43966666666666665,0.955,0.0,0.045,0.0,0.9975,0.0,0.0025,0.0,0.1589583333333333,0.03340067603746994,0.1284671474358974,0.92,0.925,0.435625,0.5945833333333332,0.9911042237489552,0.9887312759662411,0.0,0.0,31.5325,156.0,677.0,9653.085,1354,312
D_scaled_x2.0,0.45,400,400,0.05,0.6,cv5,system,0.6371612548828125,0.466644287109375,0.05399999999999999,0.43966666666666665,0.0175,0.6075,0.375,0.0,0.3925,0.6075,0.0,0.0,0.05434294871794872,0.02097585621275092,0.08028625801282051,0.955,0.9625,0.4391105769230769,0.4934535256410256,0.9941845109404223,0.994109135667606,0.0,0.0,43.15,312.0,1354.0,19320.94,1354,312
D_scaled_x2.0,0.45,400,400,0.1,0.6,cv5,system,0.6371612548828125,0.909027099609375,0.10999999999999999,0.43966666666666665,0.6625,0.005,0.3325,0.0,0.995,0.005,0.0,0.0,0.10936698717948719,0.021869896083787976,0.08580969551282049,0.935,0.9525,0.4391105769230769,0.5484775641025641,0.9941845109404223,0.9940632334425935,0.0,0.0,51.7525,312.0,1354.0,19320.94,1354,312
D_scaled_x3.0,0.45,400,400,0.0,0.5,holdout,system,0.6371612548828125,0.040924072265625,-0.0033333333333332993,0.43966666666666665,0.0,0.9575,0.0125,0.03,0.0125,0.9575,0.0,0.03,0.0007403433476394847,0.024342053756088916,0.09059898068669525,0.9325,0.92,0.43743562231759653,0.43817596566523603,0.9914587607543791,0.9935272193513843,0.0,0.0,30.1725,233.0,1014.0,14476.29,2031,468
D_scaled_x3.0,0.45,400,400,0.05,0.5,holdout,system,0.6371612548828125,0.466644287109375,0.05399999999999999,0.43966666666666665,0.045,0.5075,0.4475,0.0,0.48,0.5075,0.0125,0.0,0.05425965665236051,0.025706105121997173,0.09353084763948497,0.915,0.9175,0.43743562231759653,0.491695278969957,0.9914587607543791,0.9937331153611808,0.0,0.0,32.7425,233.0,1014.0,14476.29,2031,468
D_scaled_x2.0,0.45,400,400,0.15,0.6,cv5,system,0.6371612548828125,1.329254150390625,0.15566666666666673,0.43966666666666665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16065705128205127,0.022996224234731702,0.09168249198717947,0.93,0.955,0.4391105769230769,0.5997676282051282,0.9941845109404223,0.9941031692505937,0.0,0.0,63.09,312.0,1354.0,19320.94,1354,312
D_scaled_x3.0,0.45,400,400,0.1,0.5,holdout,system,0.6371612548828125,0.909027099609375,0.10999999999999999,0.43966666666666665,0.6375,0.0225,0.34,0.0,0.9775,0.0225,0.0,0.0,0.10977467811158798,0.026159801138266617,0.09907215665236048,0.92,0.9375,0.43743562231759653,0.5472103004291846,0.9914587607543791,0.9943345058763046,0.0,0.0,38.8125,233.0,1014.0,14476.29,2031,468
D_scaled_x3.0,0.45,400,400,0.0,0.6,cv5,system,0.6371612548828125,0.040924072265625,-0.0033333333333332993,0.43966666666666665,0.0,0.9675,0.0,0.0325,0.0,0.9675,0.0,0.0325,-0.0010576923076923064,0.017039705372708654,0.06325267094017092,0.935,0.9275,0.4377670940170941,0.43670940170940176,0.9943060424994107,0.9938159196951876,0.0,0.0,59.255,468.0,2031.0,29024.4525,2031,468
D_scaled_x3.0,0.45,400,400,0.15,0.5,holdout,system,0.6371612548828125,1.329254150390625,0.15566666666666673,0.43966666666666665,0.9875,0.0,0.0125,0.0,1.0,0.0,0.0,0.0,0.160450643776824,0.026783363274507508,0.1062738733905579,0.92,0.95,0.43743562231759653,0.5978862660944206,0.9914587607543791,0.9939486497683191,0.0,0.0,47.205,233.0,1014.0,14476.29,2031,468
D_scaled_x3.0,0.45,400,400,0.05,0.6,cv5,system,0.6371612548828125,0.466644287109375,0.05399999999999999,0.43966666666666665,0.0025,0.7675,0.23,0.0,0.2325,0.7675,0.0,0.0,0.05352564102564102,0.017288048481223263,0.065008547008547,0.935,0.93,0.4377670940170941,0.49129273504273513,0.9943060424994107,0.9941424957724527,0.0,0.0,63.84,468.0,2031.0,29024.4525,2031,468
D_scaled_x3.0,0.45,400,400,0.1,0.6,cv5,system,0.6371612548828125,0.909027099609375,0.10999999999999999,0.43966666666666665,0.6925,0.015,0.2925,0.0,0.985,0.015,0.0,0.0,0.1076388888888889,0.017914995893480053,0.06913995726495725,0.9125,0.94,0.4377670940170941,0.5454059829059829,0.9943060424994107,0.9941818879619961,0.0,0.0,76.265,468.0,2031.0,29024.4525,2031,468
D_scaled_x4.0,0.45,400,400,0.0,0.5,holdout,system,0.6371612548828125,0.040924072265625,-0.0033333333333332993,0.43966666666666665,0.0,0.9725,0.005,0.0225,0.005,0.9725,0.0,0.0225,-0.000128205128205129,0.020369434113100326,0.07842367788461536,0.9625,0.9375,0.44023237179487174,0.44010416666666674,0.9970533301012501,0.9947483610647871,0.0,0.0,40.385,312.0,1354.0,19303.9625,2708,624
D_scaled_x4.0,0.45,400,400,0.05,0.5,holdout,system,0.6371612548828125,0.466644287109375,0.05399999999999999,0.43966666666666665,0.01,0.6625,0.3275,0.0,0.3375,0.6625,0.0,0.0,0.052147435897435895,0.021685372878390403,0.07993189102564101,0.935,0.935,0.44023237179487174,0.4923798076923077,0.9970533301012501,0.9945677610313649,0.0,0.0,42.995,312.0,1354.0,19303.9625,2708,624
D_scaled_x3.0,0.45,400,400,0.15,0.6,cv5,system,0.6371612548828125,1.329254150390625,0.15566666666666673,0.43966666666666665,0.9975,0.0,0.0025,0.0,1.0,0.0,0.0,0.0,0.15780982905982907,0.01924224690626871,0.07413207799145298,0.925,0.945,0.4377670940170941,0.595576923076923,0.9943060424994107,0.9940666280773798,0.0,0.0,93.405,468.0,2031.0,29024.4525,2031,468
D_scaled_x4.0,0.45,400,400,0.1,0.5,holdout,system,0.6371612548828125,0.909027099609375,0.10999999999999999,0.43966666666666665,0.6125,0.0225,0.365,0.0,0.9775,0.0225,0.0,0.0,0.10688301282051282,0.022746852206184127,0.08497796474358972,0.9275,0.93,0.44023237179487174,0.5471153846153847,0.9970533301012501,0.9947405748679475,0.0,0.0,51.2975,312.0,1354.0,19303.9625,2708,624
D_scaled_x4.0,0.45,400,400,0.0,0.6,cv5,system,0.6371612548828125,0.040924072265625,-0.0033333333333332993,0.43966666666666665,0.0,0.9675,0.0,0.0325,0.0,0.9675,0.0,0.0325,-0.0012499999999999998,0.015632969593678093,0.05548587740384615,0.9375,0.9275,0.4374399038461539,0.43618990384615386,0.994204992882348,0.9939043217634466,0.0,0.0,80.32,624.0,2708.0,38718.705,2708,624
D_scaled_x4.0,0.45,400,400,0.05,0.6,cv5,system,0.6371612548828125,0.466644287109375,0.05399999999999999,0.43966666666666665,0.0,0.885,0.115,0.0,0.115,0.885,0.0,0.0,0.05146634615384615,0.015446592833118217,0.05695012019230768,0.9475,0.9325,0.4374399038461539,0.48890625,0.994204992882348,0.9936652086577082,0.0,0.0,86.145,624.0,2708.0,38718.705,2708,624
D_scaled_x4.0,0.45,400,400,0.15,0.5,holdout,system,0.6371612548828125,1.329254150390625,0.15566666666666673,0.43966666666666665,0.9875,0.0,0.0125,0.0,1.0,0.0,0.0,0.0,0.1560176282051282,0.024253662336402807,0.09133874198717945,0.925,0.9175,0.44023237179487174,0.59625,0.9970533301012501,0.9946591904347446,0.0,0.0,62.1925,312.0,1354.0,19303.9625,2708,624
D_scaled_x4.0,0.45,400,400,0.1,0.6,cv5,system,0.6371612548828125,0.909027099609375,0.10999999999999999,0.43966666666666665,0.6375,0.0125,0.35,0.0,0.9875,0.0125,0.0,0.0,0.10600961538461537,0.016635966606376135,0.060464743589743575,0.92,0.9125,0.4374399038461539,0.5434495192307692,0.994204992882348,0.9938198793934657,0.0,0.0,102.345,624.0,2708.0,38718.705,2708,624
D_scaled_x4.0,0.45,400,400,0.15,0.6,cv5,system,0.6371612548828125,1.329254150390625,0.15566666666666673,0.43966666666666665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15611378205128204,0.017881270836264878,0.06475360576923075,0.9175,0.925,0.4374399038461539,0.5935536858974358,0.994204992882348,0.9936975917763595,0.0,0.0,124.595,624.0,2708.0,38718.705,2708,624
